team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,0.688,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0.312,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,0.405384407,Point
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.459,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.527,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.014,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,NA,NA,1.071143444,Point
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,0,1,0.841,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,1,6,0.159,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,NA,NA,0.166629315,Point
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,0,1,0.899,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,1,6,0.101,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,NA,NA,0.103110601,Point
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,0,1,0.966,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,1,6,0.034,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,NA,NA,0.038646711,Point
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,0,1,0.913,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,1,6,0.087,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
