team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,1,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UI,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,0.195321,Point
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.8287117,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.1712883,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UI,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,NA,NA,0.703698,Point
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,0,1,1,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,1,6,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UI,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,NA,NA,0.083733,Point
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,0,1,1,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,1,6,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UI,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,NA,NA,0.055902,Point
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,0,1,1,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,1,6,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UI,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,NA,NA,0.095239,Point
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,0,1,1,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,1,6,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UI,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,NA,NA,0.102678,Point
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,0,1,1,Bin
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,1,6,0,Bin
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UI,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
