team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,0.493832033,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0.487706335,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0.01815124,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0.00030654,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,3.81E-06,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,4.03E-08,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,3.84E-10,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,3.42E-12,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,2.89E-14,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,2.22E-16,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UCD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,0,Point
UCD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.24186802,Bin
UCD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.623438872,Bin
UCD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.121985603,Bin
UCD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0.01179618,Bin
UCD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0.000855176,Bin
UCD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,5.30E-05,Bin
