team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,1,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
ARS,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,0.0029224,Point
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.0376187,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.8961109,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.0618929,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0.0039056,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0.0004031,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,5.60E-05,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,26,31,9.90E-06,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,31,36,2.20E-06,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,36,41,5.00E-07,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,41,46,2.00E-07,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
ARS,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
