team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,0.619,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0.381,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,0.508286124,Point
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.45,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.542,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.008,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
