team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,0.413,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0.523,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0.052,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0.01,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0.001,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0.001,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
WDH,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,0,Point
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.189,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.505,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.194,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0.06,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0.025,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,0.007,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,26,31,0.013,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,31,36,0.005,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,36,41,0.002,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
WDH,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,NA,NA,0,Point
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,0,1,0.711,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,1,6,0.284,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,6,11,0.005,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
WDH,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,NA,NA,0,Point
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,0,1,0.682,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,1,6,0.313,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,6,11,0.005,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
WDH,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,NA,NA,0,Point
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,0,1,0.622,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,1,6,0.363,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,6,11,0.013,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,11,16,0.002,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
WDH,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,NA,NA,0,Point
WDH,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,0,1,0.814,Bin
WDH,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,1,6,0.185,Bin
