team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,0.996645924,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0.003336631,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,1.74E-05,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,2.22E-16,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,0.003354237,Point
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.987691434,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.012080596,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.00022797,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,1.36E-12,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,NA,NA,0.0123163,Point
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,0,1,0.998469248,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,1,6,0.001527095,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,6,11,3.66E-06,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,NA,NA,0.001530767,Point
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,0,1,0.998703887,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,1,6,0.00129349,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,6,11,2.62E-06,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Bibb,Total WNV neuroinvasive disease cases,cases,NA,NA,0.001296123,Point
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,0,1,0.997654823,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,1,6,0.002336619,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,6,11,8.56E-06,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Blount,Total WNV neuroinvasive disease cases,cases,NA,NA,0.002345233,Point
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,0,1,0.999319883,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,1,6,0.000679393,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,6,11,7.24E-07,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Bullock,Total WNV neuroinvasive disease cases,cases,NA,NA,0.000680118,Point
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,0,1,0.999032857,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,1,6,0.00096568,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,6,11,1.46E-06,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Butler,Total WNV neuroinvasive disease cases,cases,NA,NA,0.000967147,Point
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,0,1,0.995830839,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,1,6,0.004142282,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,6,11,2.69E-05,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,11,16,7.77E-16,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Calhoun,Total WNV neuroinvasive disease cases,cases,NA,NA,0.00416947,Point
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,0,1,0.998585115,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,1,6,0.00141176,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,6,11,3.13E-06,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Chambers,Total WNV neuroinvasive disease cases,cases,NA,NA,0.001414897,Point
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,0,1,0.999120653,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,1,6,0.000878138,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,6,11,1.21E-06,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Cherokee,Total WNV neuroinvasive disease cases,cases,NA,NA,0.00087935,Point
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,0,1,0.997579863,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,1,6,0.002411026,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,6,11,9.11E-06,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Chilton,Total WNV neuroinvasive disease cases,cases,NA,NA,0.002420198,Point
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,0,1,0.999428667,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,1,6,0.000570821,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,6,11,5.11E-07,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Choctaw,Total WNV neuroinvasive disease cases,cases,NA,NA,0.000571333,Point
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,0,1,0.998766388,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,1,6,0.001231235,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,6,11,2.38E-06,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Clarke,Total WNV neuroinvasive disease cases,cases,NA,NA,0.00123362,Point
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,0,1,0.999636027,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,1,6,0.000363766,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,6,11,2.08E-07,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Clay,Total WNV neuroinvasive disease cases,cases,NA,NA,0.000363974,Point
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,0,1,0.999452398,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,1,6,0.000547132,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,6,11,4.70E-07,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
UNL,Alabama-Cleburne,Total WNV neuroinvasive disease cases,cases,NA,NA,0.000547602,Point
UNL,Alabama-Coffee,Total WNV neuroinvasive disease cases,cases,0,1,0.997219554,Bin
UNL,Alabama-Coffee,Total WNV neuroinvasive disease cases,cases,1,6,0.002768434,Bin
UNL,Alabama-Coffee,Total WNV neuroinvasive disease cases,cases,6,11,1.20E-05,Bin
UNL,Alabama-Coffee,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
UNL,Alabama-Coffee,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
UNL,Alabama-Coffee,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
