team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,0.39,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0.601,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0.009,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,1.271246677,Point
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.192,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.688,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.091,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0.026,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,31,36,0.003,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,NA,NA,2.862384879,Point
NYSW-CVD,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,0,1,0.788,Bin
NYSW-CVD,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,1,6,0.211,Bin
NYSW-CVD,Alabama-Barbour,Total WNV neuroinvasive disease cases,cases,6,11,0,Bin
