team,location,target,unit,bin_start_incl,bin_end_notincl,value,type
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,0,1,0.69,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,1,6,0.298,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,6,11,0.012,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,11,16,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,26,31,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,31,36,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,36,41,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,41,46,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,46,51,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,51,101,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,101,151,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,151,201,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,201,1000,0,Bin
NYSW-CVD,Alabama-Autauga,Total WNV neuroinvasive disease cases,cases,NA,NA,1.133597245,Point
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,0,1,0.441,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,1,6,0.442,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,6,11,0.105,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,11,16,0.012,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,16,21,0,Bin
NYSW-CVD,Alabama-Baldwin,Total WNV neuroinvasive disease cases,cases,21,26,0,Bin
